"","beta","d","d_i","a_c","a_i","p_A","p_B","c1","c2","f_cA","f_cB","f_clast","f_isA","f_iaA","r","ts","s_1","s_2","p_c","f_ib_last","cycl_period","alt_cycl_period","cycling","rdt","pS0","pCs0","pCa0","pCb0","pIs0","pIa0","pIb0","N","t"
"195",0.24,9,0.86,0.05,0.002,0.75,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"236",0.24,9,0.86,0.05,0.002,0.75,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"277",0.24,9,0.86,0.05,0.002,0.75,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"318",0.24,9,0.86,0.05,0.002,0.75,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"359",0.24,9,0.86,0.05,0.002,0.75,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"400",0.24,9,0.86,0.05,0.002,0.75,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"441",0.24,9,0.86,0.05,0.002,0.75,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"32",0.24,9,0.86,0.05,0.002,0.775,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"73",0.24,9,0.86,0.05,0.002,0.775,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"114",0.24,9,0.86,0.05,0.002,0.775,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"155",0.24,9,0.86,0.05,0.002,0.775,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"196",0.24,9,0.86,0.05,0.002,0.775,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"237",0.24,9,0.86,0.05,0.002,0.775,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"278",0.24,9,0.86,0.05,0.002,0.775,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"319",0.24,9,0.86,0.05,0.002,0.775,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"360",0.24,9,0.86,0.05,0.002,0.775,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"401",0.24,9,0.86,0.05,0.002,0.775,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"33",0.24,9,0.86,0.05,0.002,0.8,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"74",0.24,9,0.86,0.05,0.002,0.8,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"115",0.24,9,0.86,0.05,0.002,0.8,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"156",0.24,9,0.86,0.05,0.002,0.8,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"197",0.24,9,0.86,0.05,0.002,0.8,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"238",0.24,9,0.86,0.05,0.002,0.8,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"279",0.24,9,0.86,0.05,0.002,0.8,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"320",0.24,9,0.86,0.05,0.002,0.8,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"361",0.24,9,0.86,0.05,0.002,0.8,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"34",0.24,9,0.86,0.05,0.002,0.825,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"75",0.24,9,0.86,0.05,0.002,0.825,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"116",0.24,9,0.86,0.05,0.002,0.825,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"157",0.24,9,0.86,0.05,0.002,0.825,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"198",0.24,9,0.86,0.05,0.002,0.825,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"239",0.24,9,0.86,0.05,0.002,0.825,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"280",0.24,9,0.86,0.05,0.002,0.825,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"321",0.24,9,0.86,0.05,0.002,0.825,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"35",0.24,9,0.86,0.05,0.002,0.85,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"76",0.24,9,0.86,0.05,0.002,0.85,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"117",0.24,9,0.86,0.05,0.002,0.85,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"158",0.24,9,0.86,0.05,0.002,0.85,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"199",0.24,9,0.86,0.05,0.002,0.85,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"240",0.24,9,0.86,0.05,0.002,0.85,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"281",0.24,9,0.86,0.05,0.002,0.85,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"36",0.24,9,0.86,0.05,0.002,0.875,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"77",0.24,9,0.86,0.05,0.002,0.875,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"118",0.24,9,0.86,0.05,0.002,0.875,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"159",0.24,9,0.86,0.05,0.002,0.875,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"200",0.24,9,0.86,0.05,0.002,0.875,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"241",0.24,9,0.86,0.05,0.002,0.875,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"37",0.24,9,0.86,0.05,0.002,0.9,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"78",0.24,9,0.86,0.05,0.002,0.9,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"119",0.24,9,0.86,0.05,0.002,0.9,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"160",0.24,9,0.86,0.05,0.002,0.9,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"201",0.24,9,0.86,0.05,0.002,0.9,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"38",0.24,9,0.86,0.05,0.002,0.925,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"79",0.24,9,0.86,0.05,0.002,0.925,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"120",0.24,9,0.86,0.05,0.002,0.925,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"161",0.24,9,0.86,0.05,0.002,0.925,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"39",0.24,9,0.86,0.05,0.002,0.95,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"80",0.24,9,0.86,0.05,0.002,0.95,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"121",0.24,9,0.86,0.05,0.002,0.95,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"40",0.24,9,0.86,0.05,0.002,0.975,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"81",0.24,9,0.86,0.05,0.002,0.975,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"41",0.24,9,0.86,0.05,0.002,1,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
